timestamp,station_id,actual_utilization,predicted_utilization,applied_tariff,baseline_revenue,agent_revenue
2022-07-18 23:15:00,681,0.5,0.5108570245910802,15.0,450.0,450.0
2022-07-18 23:15:00,775,1.0,0.9765271211905886,22.5,450.0,675.0
2022-07-18 23:15:00,937,1.0,0.9765271211905886,22.5,450.0,675.0
2022-07-18 23:15:00,1119,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,890,0.3333333333333333,0.38823446968045794,15.0,450.0,450.0
2022-07-18 23:15:00,325,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,686,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,989,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1090,0.26666666666666666,0.2777519679167334,10.5,450.0,315.0
2022-07-18 23:15:00,710,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1026,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,331,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1062,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,656,0.9,0.7881466244919031,15.0,450.0,450.0
2022-07-18 23:15:00,991,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,309,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1095,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,326,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,746,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,983,0.8333333333333334,0.8966267914604285,22.5,450.0,675.0
2022-07-18 23:15:00,1102,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,883,0.5333333333333333,0.5116158211377847,15.0,450.0,450.0
2022-07-18 23:15:00,895,0.6666666666666666,0.48623562006156446,15.0,450.0,450.0
2022-07-18 23:15:00,1167,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1098,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,965,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1106,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,972,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,700,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,348,1.0,0.974113476304463,22.5,450.0,675.0
2022-07-18 23:15:00,701,0.5,0.33284616483187696,15.0,450.0,450.0
2022-07-18 23:15:00,217,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,893,0.6666666666666666,0.9405637790544256,22.5,450.0,675.0
2022-07-18 23:15:00,332,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,982,0.10377358490566038,0.1147828899250844,10.5,450.0,315.0
2022-07-18 23:15:00,1112,0.6666666666666666,0.6723290870783281,15.0,450.0,450.0
2022-07-18 23:15:00,987,0.00980392156862745,0.012954276362968213,10.5,450.0,315.0
2022-07-18 23:15:00,690,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,589,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,227,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,526,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1081,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,627,0.7,0.597302500052256,15.0,450.0,450.0
2022-07-18 23:15:00,328,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,897,0.25,0.32596954243432497,15.0,450.0,450.0
2022-07-18 23:15:00,852,0.17647058823529413,0.19108429330545904,10.5,450.0,315.0
2022-07-18 23:15:00,900,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,110,0.6,0.599583979863138,15.0,450.0,450.0
2022-07-18 23:15:00,888,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1111,0.4583333333333333,0.5116158211377847,15.0,450.0,450.0
2022-07-18 23:15:00,1168,0.4583333333333333,0.5091708007768506,15.0,450.0,450.0
2022-07-18 23:15:00,628,0.1,0.16670688380150733,10.5,450.0,315.0
2022-07-18 23:15:00,520,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1122,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1121,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,712,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,741,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,728,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,115,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1114,0.6666666666666666,0.6399421783604092,15.0,450.0,450.0
2022-07-18 23:15:00,703,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,966,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,109,0.3333333333333333,0.3236411825920479,15.0,450.0,450.0
2022-07-18 23:15:00,682,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,527,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,519,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,998,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,204,0.13725490196078433,0.16533043906236522,10.5,450.0,315.0
2022-07-18 23:15:00,636,0.8333333333333334,0.8460212954894117,22.5,450.0,675.0
2022-07-18 23:15:00,576,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1031,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,124,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,724,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,323,0.6666666666666666,0.9396380443557831,22.5,450.0,675.0
2022-07-18 23:15:00,343,0.5,0.6570944276232241,15.0,450.0,450.0
2022-07-18 23:15:00,644,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,1067,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,979,0.047619047619047616,0.12576097914000767,10.5,450.0,315.0
2022-07-18 23:15:00,781,1.0,0.9755649680647396,22.5,450.0,675.0
2022-07-18 23:15:00,1085,1.0,0.9999999994779799,22.5,450.0,675.0
2022-07-18 23:15:00,719,1.0,0.9999999994779799,22.5,450.0,675.0
